disease,description,precautions
alcoholic hepatitis,"alcoholic hepatitis is a diseased, inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. it's also aggravated by binge drinking and ongoing alcohol use. if you develop this condition, you must stop drinking alcohol","stop alcohol consumption, consult doctor, medication, follow up"
tuberculosis,"tuberculosis (tb) is an infectious disease usually caused by mycobacterium tuberculosis (mtb) bacteria. tuberculosis generally affects the lungs, but can also affect other parts of the body. most infections show no symptoms, in which case it is known as latent tuberculosis.","cover mouth, consult doctor, medication, rest"
common cold,"the common cold is a viral infection of your nose and throat (upper respiratory tract). it's usually harmless, although it might not feel that way. many types of viruses can cause a common cold.","drink vitamin c rich drinks, take vapour, avoid cold food, keep fever in check"
pneumonia,"pneumonia is an infection in one or both lungs. bacteria, viruses, and fungi cause it. the infection causes inflammation in the air sacs in your lungs, which are called alveoli. the alveoli fill with fluid or pus, making it difficult to breathe.","consult doctor, medication, rest, follow up"
dimorphic hemmorhoids(piles),no description available,"avoid fatty spicy food, consume witch hazel, warm bath with epsom salt, consume alovera juice"
heart attack,"the death of heart muscle due to the loss of blood supply. the loss of blood supply is usually caused by a complete blockage of a coronary artery, one of the arteries that supplies blood to the heart muscle.","call ambulance, chew or swallow asprin, keep calm"
varicose veins,"a vein that has enlarged and twisted, often appearing as a bulging, blue blood vessel that is clearly visible through the skin. varicose veins are most common in older adults, particularly women, and occur especially on the legs.","lie down flat and raise the leg high, use oinments, use vein compression, dont stand still for long"
hypothyroidism,"hypothyroidism, also called underactive thyroid or low thyroid, is a disorder of the endocrine system in which the thyroid gland does not produce enough thyroid hormone.","reduce stress, exercise, eat healthy, get proper sleep"
hyperthyroidism,"hyperthyroidism (overactive thyroid) occurs when your thyroid gland produces too much of the hormone thyroxine. hyperthyroidism can accelerate your body's metabolism, causing unintentional weight loss and a rapid or irregular heartbeat.","eat healthy, massage, use lemon balm, take radioactive iodine treatment"
hypoglycemia,hypoglycemia is a condition in which your blood sugar (glucose) level is lower than normal. glucose is your body's main energy source. hypoglycemia is often related to diabetes treatment. but other drugs and a variety of conditions — many rare — can cause low blood sugar in people who don't have diabetes.,"lie down on side, check in pulse, drink sugary drinks, consult doctor"
osteoarthristis,"osteoarthritis is the most common form of arthritis, affecting millions of people worldwide. it occurs when the protective cartilage that cushions the ends of your bones wears down over time.","acetaminophen, consult nearest hospital, follow up, salt baths"
arthritis,"arthritis is the swelling and tenderness of one or more of your joints. the main symptoms of arthritis are joint pain and stiffness, which typically worsen with age. the most common types of arthritis are osteoarthritis and rheumatoid arthritis.","exercise, use hot and cold therapy, try acupuncture, massage"
(vertigo) paroymsal  positional vertigo,benign paroxysmal positional vertigo (bppv) is one of the most common causes of vertigo — the sudden sensation that you're spinning or that the inside of your head is spinning. benign paroxysmal positional vertigo causes brief episodes of mild to intense dizziness.,"lie down, avoid sudden change in body, avoid abrupt head movment, relax"
acne,"acne vulgaris is the formation of comedones, papules, pustules, nodules, and/or cysts as a result of obstruction and inflammation of pilosebaceous units (hair follicles and their accompanying sebaceous gland). acne develops on the face and upper trunk. it most often affects adolescents.","bath twice, avoid fatty spicy food, drink plenty of water, avoid too many products"
urinary tract infection,"urinary tract infection: an infection of the kidney, ureter, bladder, or urethra. abbreviated uti. not everyone with a uti has symptoms, but common symptoms include a frequent urge to urinate and pain or burning when urinating.","drink plenty of water, increase vitamin c intake, drink cranberry juice, take probiotics"
psoriasis,"psoriasis is a common skin disorder that forms thick, red, bumpy patches covered with silvery scales. they can pop up anywhere, but most appear on the scalp, elbows, knees, and lower back. psoriasis can't be passed from person to person. it does sometimes happen in members of the same family.","wash hands with warm soapy water, stop bleeding using pressure, consult doctor, salt baths"
impetigo,"impetigo (im-puh-tie-go) is a common and highly contagious skin infection that mainly affects infants and children. impetigo usually appears as red sores on the face, especially around a child's nose and mouth, and on hands and feet. the sores burst and develop honey-colored crusts.","soak affected area in warm water, use antibiotics, remove scabs with wet compressed cloth, consult doctor"
